,movie id,movie title,Release Year,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,SimilarMovie,count
534,822,Faces,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,82
109,138,D3: The Mighty Ducks,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50
336,434,Forbidden Planet,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0015384597178002078,216
31,41,Billy Madison,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003683647308067103,148
333,431,Highlander,1986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038898140302973823,174
129,160,Glengarry Glen Ross,1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.006145560686806854,220
395,512,Wings of Desire,1987,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.007304742430922482,72
134,165,Jean de Florette,1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.009080034569573358,58
150,181,Return of the Jedi,1983,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-0.01286059317640549,226
229,273,Heat,1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.013586499061685589,190
80,98,"Silence of the Lambs, The",1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.014023953815378406,172
56,69,Forrest Gump,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.014382760138425156,251
535,824,"Great White Hype, The",1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01901205474840846,83
42,54,Outbreak,1995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.022838836911255767,149
260,309,Deceiver,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.024753688574416875,145
154,185,Psycho,1960,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.027491982334867035,251
516,747,Benny & Joon,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.028713294558719158,316
8,10,Richard III,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.029627191278012145,236
331,429,"Day the Earth Stood Still, The",1951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.03116272673962607,93
38,50,Star Wars,1977,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-0.03198947662037195,81
529,789,Swimming with Sharks,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.032355174768226524,66
16,20,Angels and Insects,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.03248610613681573,84
404,522,Down by Law,1986,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.03561222848978815,164
334,432,Fantasia,1940,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.036838791184813396,171
524,762,Beautiful Girls,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.037079397333376576,149
357,472,Dragonheart,1996,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.03995557146085059,126
351,465,"Jungle Book, The",1994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.040096346988231266,52
49,62,Stargate,1994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.04045296743410005,82
218,257,Men in Black,1997,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.04156228829349956,509
53,66,While You Were Sleeping,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.04251481178880661,103
572,1040,Two if by Sea,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.04268673604765696,62
270,322,Murder at 1600,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.04425976820360073,240
237,282,"Time to Kill, A",1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.044876586960194836,177
249,294,Liar Liar,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05124159362964508,77
175,206,Akira,1988,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.05146878452351644,66
193,225,101 Dalmatians,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05171579584667694,166
44,57,Priest,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.054805645491778035,175
253,300,Air Force One,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.05574210227589646,230
91,117,"Rock, The",1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.058024244821335676,293
557,929,Harriet the Spy,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058167505074711065,80
297,380,Star Trek: Generations,1994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0584411048077653,100
375,490,To Catch a Thief,1955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.059620199391706236,67
369,484,"Maltese Falcon, The",1941,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.06269054634668242,125
93,120,Striptease,1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.064790131918602,429
121,152,Sleeper,1973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.06561144125150897,247
486,692,"American President, The",1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.06831345453849763,91
456,641,Paths of Glory,1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.06982410961735915,89
294,370,Mary Reilly,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.07174300539794391,67
230,274,Sabrina,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.07927294774396322,268
34,46,Exotica,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.08207826816681235,133
574,1047,Multiplicity,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08428825820556114,73
353,468,Rudy,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.08430971149680322,67
197,229,Star Trek III: The Search for Spock,1984,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.08439221978011953,199
15,19,Antonia's Line,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.08632878737461953,72
61,78,Free Willy,1993,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.08774330708611851,336
73,91,"Nightmare Before Christmas, The",1993,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.08908310439891583,104
99,126,"Spitfire Grill, The",1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.08987642170201889,413
338,440,Amityville II: The Possession,1982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0909090909090909,53
94,121,Independence Day (ID4),1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.09115083718991468,106
537,826,"Phantom, The",1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09299410645028389,57
410,529,My Life as a Dog (Mitt liv som hund),1985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.09619825326589582,80
25,30,Belle de jour,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.09962343947220231,154
271,323,Dante's Peak,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.10231007223129215,125
302,386,Addams Family Values,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10242916628049523,65
163,194,"Sting, The",1973,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.10457273518705211,301
517,748,"Saint, The",1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.10498469793699254,51
480,684,In the Line of Fire,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.10510560566951316,157
523,761,Nick of Time,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.10575954701736394,115
477,678,Volcano,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.10718567827981737,107
506,734,Made in America,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10810810810810804,137
501,721,Mallrats,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11058094723555328,58
474,672,Candyman,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.11356577630390866,86
549,879,"Peacemaker, The",1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.11362316030425078,59
355,470,Tombstone,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1212913806260495,221
280,337,"House of Yes, The",1997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.12285902336679026,91
215,253,"Pillow Book, The",1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.12309149097933274,62
318,412,"Very Brady Sequel, A",1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134234240965829,55
98,125,Phenomenon,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.1347370013071962,97
198,230,Star Trek IV: The Voyage Home,1986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.1360239479942425,142
235,280,Up Close and Personal,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.13680598203660624,146
194,226,Die Hard 2,1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.14111887784858593,161
89,115,"Haunted World of Edward D. Wood Jr., The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.14433756729740643,125
116,146,Unhook the Stars,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1450036976414354,185
569,1016,Con Air,1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.14538404892702061,50
533,819,Eddie,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1535811716260814,93
526,769,Congo,1995,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.1554536588635124,57
135,166,Manon of the Spring (Manon des sources),1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.15609763526361584,67
343,450,Star Trek V: The Final Frontier,1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.1563319051827645,170
379,494,His Girl Friday,1940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15794960879990017,59
481,685,Executive Decision,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.16036413177268777,50
542,863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.16473324516446344,86
191,222,Star Trek: First Contact,1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.17218410749616056,136
23,27,Bad Boys,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1722943559320695,276
303,391,Last Action Hero,1993,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17872502241585794,68
226,270,Gattaca,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.17994228690319172,211
245,290,Fierce Creatures,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18040165112755757,127
332,430,Duck Soup,1933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.18567111426238891,153
544,870,Touch,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.19364916731037085,75
283,342,"Man Who Knew Too Little, The",1997,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.19765946491191377,124
490,704,"House of the Spirits, The",1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.20000000000000004,137
269,321,Mother,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2000816826662603,218
511,740,Jane Eyre,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.203565343123193,58
252,299,Hoodlum,1997,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-0.2050171319659471,431
448,624,"Three Caballeros, The",1945,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2090199042874853,82
50,63,"Santa Clause, The",1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2091650066335189,283
556,927,"Flower of My Secret, The (Flor de mi secreto, La)",1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2100420126042015,104
211,245,"Devil's Own, The",1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.21148467545847122,124
478,681,Wishmaster,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.21821789023599236,100
444,613,My Man Godfrey,1936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22386075217339102,51
315,409,Jack,1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.22835770025073313,162
573,1046,Malice,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.23315775949284198,134
402,519,"Treasure of the Sierra Madre, The",1948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23824535174617348,124
247,292,Rosewood,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.23993756509145112,147
216,254,Batman & Robin,1997,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.25391668753850394,172
479,683,Rocket Man,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2547994364377378,169
128,159,Basic Instinct,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.25480030464330894,69
419,552,Species,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.2589438347819747,63
475,674,Cat People,1982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2627034687463667,54
561,948,Booty Call,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.27138039085181304,71
201,233,Under Siege,1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27150995551522156,280
66,84,Robert A. Heinlein's The Puppet Masters,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.27216552697590873,58
558,930,Chain Reaction,1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.27418566059770044,57
1,2,GoldenEye,1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2748886486055229,90
436,595,"Fan, The",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.27835576667176454,127
527,779,Drop Zone,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2795084971874738,69
522,755,Jumanji,1995,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2957528252716692,128
503,726,Fluke,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2975698503218077,63
540,848,"Murder, My Sweet",1944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.2988071523335984,53
414,541,Mortal Kombat,1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31322761935850457,51
546,874,Career Girls,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.31464592678570025,53
306,395,Robin Hood: Men in Tights,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3148617649612011,54
499,719,Canadian Bacon,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3150630189063022,86
87,110,Operation Dumbo Drop,1995,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3162277660168379,272
299,383,"Flintstones, The",1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31634332522625586,69
472,664,"Paris, Texas",1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.3198010745334156,100
346,457,Free Willy 3: The Rescue,1997,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.3446843283761255,90
509,738,Threesome,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.35267280792929917,164
313,407,Spy Hard,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35925849560819945,112
295,377,Heavyweights,1994,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.360301879288836,101
29,38,"Net, The",1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.3605547041252374,87
76,94,Home Alone,1990,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36980013081681956,219
222,263,Steel,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37741470621203455,101
500,720,First Knight,1995,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.3806068735744741,54
307,398,Super Mario Bros.,1993,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.41665471049321356,89
326,422,Aladdin and the King of Thieves,1996,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42257712736425823,300
67,85,"Ref, The",1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4444834739797452,150
429,577,Coneheads,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.459619407771256,92
567,1013,Anaconda,1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4776793453065411,98
293,368,Bio-Dome,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5234535539934807,55
487,695,Kicking and Screaming,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5345224838248487,79
32,43,Disclosure,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5382100495103626,79
570,1034,"Quest, The",1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5691604887655424,68
548,878,That Darn Cat!,1997,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6227523687795278,136
423,560,"Kid in King Arthur's Court, A",1995,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,-0.6363961030678926,59
483,688,Leave It to Beaver,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7109361731353578,87
530,791,"Baby-Sitters Club, The",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8134892168199606,86
288,353,Deep Rising,1998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1.0,72
